C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_46_518.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_46_518.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_46_518.jpg, 0, 0, 0, 2.07844
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_46_660.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_46_660.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_46_660.jpg, 0, 0, 0, 2.043794
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_46_767.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_46_767.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_46_767.jpg, 0, 0, 0, 2.019362
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_46_887.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_46_887.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_46_887.jpg, 0, 0, 0, 1.990409
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_46_993.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_46_993.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_46_993.jpg, 0, 0, 0, 1.966564
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_106.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_106.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_106.jpg, 0, 0, 0, 1.938265
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_215.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_215.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_215.jpg, 0, 0, 0, 1.910308
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_327.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_327.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_327.jpg, 0, 0, 0, 1.887266
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_433.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_433.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_433.jpg, 0, 0, 0, 1.864456
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_534.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_534.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_534.jpg, 0, 0, 0, 1.837385
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_655.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_655.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_655.jpg, 0, 0, 0, 1.81064
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_762.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_762.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_762.jpg, 0, 0, 0, 1.788597
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_897.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_897.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_897.jpg, 0, 0, 0, 1.758108
C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\center_2020_09_19_10_57_47_996.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\left_2020_09_19_10_57_47_996.jpg, C:\Users\Kalpesh Bharat Rane\Downloads\simulator-windows-64\IMG\right_2020_09_19_10_57_47_996.jpg, 0, 0, 0, 1.736593
